# Year	Month	Mean_T	Sum_P	Sum_pet
2486	4	6.27333	40.5	67.5
2487	4	6.50333	21.3	68
2488	4	9.44667	103.7	53.1
2489	4	10.7839	27.7	78.9
2490	4	7.91	56.5	59.5
2491	4	9.12333	45.8	73.2
2492	4	6.50333	21.3	68
2493	4	8.99	47.9	60.4
2494	4	9.53548	83.6	61.1
2495	4	8.55806	64.3	50.8
2496	4	6.46774	150.4	49.2
2497	4	10.2267	36.6	73.4
2498	4	6.8	36.3	73.3
2499	4	7.69032	130.5	51
2500	4	9.44667	103.7	53.1
1900	5	13.1613	169.9	76.6
1901	5	13.95	118.6	88.3
1902	5	10.971	51.5	74.9
1903	5	9.57419	140	56.1
1904	5	12.4774	40.1	101.2
1905	5	10.3774	56.9	75.4
1906	5	12.5935	72.4	86.3
1907	5	12.7839	55.8	91.9
1908	5	12.4226	85.4	81.9
1909	5	12.1677	49.7	88.7
1910	5	9.26129	20.6	75.5
1911	5	10.7516	98.3	71
1912	5	13.0065	90.3	85.7
1913	5	9.93871	57.9	68
1914	5	12.4452	50.3	93.9
1915	5	12.7839	55.8	91.9
1916	5	10.5742	30.9	83.5
1917	5	12.1871	69.3	83.9
1918	5	14.171	29.7	104.7
1919	5	10.8258	44.4	94
1920	5	14.8484	29.2	108.6
1921	5	14.2806	85	84.5
1922	5	10.7516	98.3	71
1923	5	10.8258	44.4	94
1924	5	13.8719	24	119.6
1925	5	12.0581	101.6	80.6
1926	5	10.9375	129.2	68.8
1927	5	14.1516	41.9	97.3
1928	5	12.1871	69.3	83.9
1929	5	12.6677	67.8	84.4
1930	5	13.8581	77	92.4
1931	5	14.2806	85	84.5
1932	5	12.5355	63.1	94.8
1933	5	13.8719	24	119.6
1934	5	10.5323	77.4	98.2
1935	5	12.5935	72.4	86.3
1936	5	13.0645	110.3	91.2
1937	5	13.7516	37.9	109.6
1938	5	13.8581	77	92.4
1939	5	14.1516	41.9	97.3
1940	5	12.1581	115.3	93.2
1941	5	12.6742	79.6	87.5
1942	5	15.3871	47.3	111.6
1943	5	11.1032	74.8	82.3
1944	5	15.3871	47.3	111.6
1945	5	11.6387	54.9	89.3
1946	5	14.0645	86.3	98.3
1947	5	10.971	51.5	74.9
1948	5	11.0548	103	72.4
1949	5	13.8484	28.2	97.9
1950	5	10.7516	98.3	71
1951	5	12.6742	79.6	87.5
1952	5	15.3871	47.3	111.6
1953	5	13.0065	90.3	85.7
1954	5	14.171	29.7	104.7
1955	5	10.929	65.9	77.9
1956	5	14.2806	85	84.5
1957	5	10.971	51.5	74.9
1958	5	12.5355	63.1	94.8
1959	5	12.071	104.1	91.9
1960	5	10.5	136.6	61.6
1961	5	12.1677	49.7	88.7
1962	5	13.1613	169.9	76.6
1963	5	13.0065	90.3	85.7
1964	5	14.171	29.7	104.7
1965	5	11.0548	103	72.4
1966	5	12.4226	85.4	81.9
1967	5	10.971	51.5	74.9
1968	5	9.26129	20.6	75.5
1969	5	12.1581	115.3	93.2
1970	5	12.6806	26.1	111.5
1971	5	10.5742	30.9	83.5
1972	5	13.7516	37.9	109.6
1973	5	11.0548	103	72.4
1974	5	12.1677	49.7	88.7
1975	5	15.4065	49	109.1
1976	5	14.171	29.7	104.7
1977	5	10.7871	88.7	88
1978	5	10.9194	75.7	83.3
1979	5	10.5323	77.4	98.2
1980	5	13.0065	90.3	85.7
1981	5	10.5742	30.9	83.5
1982	5	13.2968	34.7	115.3
1983	5	12.1677	49.7	88.7
1984	5	10.8258	44.4	94
1985	5	10.5323	77.4	98.2
1986	5	10.9375	129.2	68.8
1987	5	12.6313	51.6	99.7
1988	5	12.7839	55.8	91.9
1989	5	13.1613	169.9	76.6
1990	5	10.9194	75.7	83.3
1991	5	9.25161	76.1	70.9
1992	5	11.6903	79	85.6
1993	5	12.4774	40.1	101.2
1994	5	12.1871	69.3	83.9
1995	5	13.2688	105.1	91
1996	5	12.6742	79.6	87.5
1997	5	13.9516	22.3	109.7
1998	5	12.071	104.1	91.9
1999	5	10.8258	44.4	94
2000	5	13.95	118.6	88.3
2001	5	13.2688	105.1	91
2002	5	12.7839	55.8	91.9
2003	5	12.5935	72.4	86.3
2004	5	13.8581	77	92.4
2005	5	13.7516	88.9	89.7
2006	5	12.1677	49.7	88.7
2007	5	13.7516	88.9	89.7
2008	5	13.1613	169.9	76.6
2009	5	9.25161	76.1	70.9
2010	5	11.0548	103	72.4
2011	5	13.1839	55.1	96.1
2012	5	14.8484	29.2	108.6
2013	5	13.9516	22.3	109.7
2014	5	13.0065	90.3	85.7
2015	5	9.93871	57.9	68
2016	5	13.0645	110.3	91.2
2017	5	12.4452	50.3	93.9
2018	5	12.6677	67.8	84.4
2019	5	10.8258	44.4	94
2020	5	12.1677	49.7	88.7
2021	5	14.8484	29.2	108.6
2022	5	10.8258	44.4	94
2023	5	10.5	136.6	61.6
2024	5	14.1516	41.9	97.3
2025	5	11.1032	74.8	82.3
2026	5	12.7839	55.8	91.9
2027	5	13.4065	108.3	90.1
2028	5	11.1032	74.8	82.3
2029	5	12.6677	67.8	84.4
2030	5	13.2968	34.7	115.3
2031	5	10.3774	56.9	75.4
2032	5	14.0645	86.3	98.3
2033	5	10.3774	56.9	75.4
2034	5	12.4452	50.3	93.9
2035	5	12.071	104.1	91.9
2036	5	13.0645	110.3	91.2
2037	5	12.6313	51.6	99.7
2038	5	11.1032	74.8	82.3
2039	5	14.0645	86.3	98.3
2040	5	9.26129	20.6	75.5
2041	5	13.7516	37.9	109.6
2042	5	13.8484	28.2	97.9
2043	5	11.1032	74.8	82.3
2044	5	14.171	29.7	104.7
2045	5	13.1613	169.9	76.6
2046	5	10.7871	88.7	88
2047	5	13.1613	169.9	76.6
2048	5	12.7839	55.8	91.9
2049	5	10.7871	88.7	88
2050	5	10.7871	88.7	88
2051	5	13.2968	34.7	115.3
2052	5	12.7839	55.8	91.9
2053	5	12.6313	51.6	99.7
2054	5	11.6903	79	85.6
2055	5	12.071	104.1	91.9
2056	5	13.4065	108.3	90.1
2057	5	12.5355	63.1	94.8
2058	5	10.7516	98.3	71
2059	5	10.5323	77.4	98.2
2060	5	13.1839	55.1	96.1
2061	5	13.2875	79	93
2062	5	12.6742	79.6	87.5
2063	5	12.5258	106.4	83.6
2064	5	15.4065	49	109.1
2065	5	12.5355	63.1	94.8
2066	5	13.0645	110.3	91.2
2067	5	12.1677	49.7	88.7
2068	5	9.26129	20.6	75.5
2069	5	10.0774	78.9	65.9
2070	5	12.7839	55.8	91.9
2071	5	10.0774	78.9	65.9
2072	5	12.5935	72.4	86.3
2073	5	13.4065	108.3	90.1
2074	5	11.6903	79	85.6
2075	5	12.5258	106.4	83.6
2076	5	11.9226	63.7	81
2077	5	13.2875	79	93
2078	5	10.971	51.5	74.9
2079	5	12.4226	85.4	81.9
2080	5	12.0581	101.6	80.6
2081	5	9.57419	140	56.1
2082	5	9.25161	76.1	70.9
2083	5	9.93871	57.9	68
2084	5	15.4065	49	109.1
2085	5	13.8581	77	92.4
2086	5	14.1516	41.9	97.3
2087	5	11.6903	79	85.6
2088	5	14.2806	85	84.5
2089	5	14.2806	85	84.5
2090	5	14.1516	41.9	97.3
2091	5	13.7516	37.9	109.6
2092	5	10.9375	129.2	68.8
2093	5	12.1677	49.7	88.7
2094	5	12.4226	85.4	81.9
2095	5	12.4452	50.3	93.9
2096	5	15.3871	47.3	111.6
2097	5	9.26129	20.6	75.5
2098	5	13.95	118.6	88.3
2099	5	10.5742	30.9	83.5
2100	5	14.171	29.7	104.7
2101	5	11.9226	63.7	81
2102	5	13.9516	22.3	109.7
2103	5	9.25161	76.1	70.9
2104	5	12.5258	106.4	83.6
2105	5	12.0581	101.6	80.6
2106	5	13.7516	88.9	89.7
2107	5	14.171	29.7	104.7
2108	5	13.7516	37.9	109.6
2109	5	15.3871	47.3	111.6
2110	5	12.071	104.1	91.9
2111	5	13.4065	108.3	90.1
2112	5	12.6806	26.1	111.5
2113	5	12.071	104.1	91.9
2114	5	13.0645	110.3	91.2
2115	5	13.0645	110.3	91.2
2116	5	13.95	118.6	88.3
2117	5	11.9226	63.7	81
2118	5	10.0774	78.9	65.9
2119	5	10.8258	44.4	94
2120	5	15.4065	49	109.1
2121	5	13.4065	108.3	90.1
2122	5	13.1839	55.1	96.1
2123	5	13.95	118.6	88.3
2124	5	12.4452	50.3	93.9
2125	5	13.0065	90.3	85.7
2126	5	10.7516	98.3	71
2127	5	13.8719	24	119.6
2128	5	12.1871	69.3	83.9
2129	5	13.8719	24	119.6
2130	5	13.1839	55.1	96.1
2131	5	10.5742	30.9	83.5
2132	5	9.57419	140	56.1
2133	5	12.5355	63.1	94.8
2134	5	12.4226	85.4	81.9
2135	5	13.0645	110.3	91.2
2136	5	10.3774	56.9	75.4
2137	5	10.0774	78.9	65.9
2138	5	9.93871	57.9	68
2139	5	11.6903	79	85.6
2140	5	10.929	65.9	77.9
2141	5	10.7516	98.3	71
2142	5	12.6313	51.6	99.7
2143	5	13.7516	37.9	109.6
2144	5	13.2875	79	93
2145	5	10.5	136.6	61.6
2146	5	10.9375	129.2	68.8
2147	5	10.5742	30.9	83.5
2148	5	13.2968	34.7	115.3
2149	5	9.25161	76.1	70.9
2150	5	13.4065	108.3	90.1
2151	5	13.0065	90.3	85.7
2152	5	13.2688	105.1	91
2153	5	14.2806	85	84.5
2154	5	13.2968	34.7	115.3
2155	5	12.6677	67.8	84.4
2156	5	14.8484	29.2	108.6
2157	5	10.5	136.6	61.6
2158	5	10.7871	88.7	88
2159	5	10.5323	77.4	98.2
2160	5	15.4065	49	109.1
2161	5	12.1871	69.3	83.9
2162	5	10.3452	35.7	81.8
2163	5	12.0581	101.6	80.6
2164	5	13.4065	108.3	90.1
2165	5	11.1032	74.8	82.3
2166	5	13.1613	169.9	76.6
2167	5	13.7516	37.9	109.6
2168	5	15.3871	47.3	111.6
2169	5	11.1032	74.8	82.3
2170	5	13.1839	55.1	96.1
2171	5	12.6806	26.1	111.5
2172	5	11.0548	103	72.4
2173	5	10.7516	98.3	71
2174	5	9.93871	57.9	68
2175	5	15.3871	47.3	111.6
2176	5	13.1839	55.1	96.1
2177	5	10.5	136.6	61.6
2178	5	13.7516	88.9	89.7
2179	5	12.4226	85.4	81.9
2180	5	13.1839	55.1	96.1
2181	5	13.8581	77	92.4
2182	5	13.7516	88.9	89.7
2183	5	13.95	118.6	88.3
2184	5	15.3871	47.3	111.6
2185	5	12.4774	40.1	101.2
2186	5	14.2806	85	84.5
2187	5	14.0645	86.3	98.3
2188	5	13.7516	88.9	89.7
2189	5	13.95	118.6	88.3
2190	5	12.4774	40.1	101.2
2191	5	10.5323	77.4	98.2
2192	5	11.1032	74.8	82.3
2193	5	12.1871	69.3	83.9
2194	5	12.0581	101.6	80.6
2195	5	11.9226	63.7	81
2196	5	10.929	65.9	77.9
2197	5	10.9375	129.2	68.8
2198	5	9.93871	57.9	68
2199	5	10.5323	77.4	98.2
2200	5	13.0065	90.3	85.7
2201	5	15.4065	49	109.1
2202	5	13.95	118.6	88.3
2203	5	15.3871	47.3	111.6
2204	5	12.6871	23.3	119.9
2205	5	12.6313	51.6	99.7
2206	5	9.25161	76.1	70.9
2207	5	12.5355	63.1	94.8
2208	5	11.1032	74.8	82.3
2209	5	10.9194	75.7	83.3
2210	5	10.9194	75.7	83.3
2211	5	9.26129	20.6	75.5
2212	5	9.93871	57.9	68
2213	5	12.6742	79.6	87.5
2214	5	13.2968	34.7	115.3
2215	5	11.1032	74.8	82.3
2216	5	14.8484	29.2	108.6
2217	5	13.0065	90.3	85.7
2218	5	14.171	29.7	104.7
2219	5	10.929	65.9	77.9
2220	5	13.2968	34.7	115.3
2221	5	12.5258	106.4	83.6
2222	5	11.9226	63.7	81
2223	5	12.6871	23.3	119.9
2224	5	14.0645	86.3	98.3
2225	5	13.8484	28.2	97.9
2226	5	10.3774	56.9	75.4
2227	5	13.1613	169.9	76.6
2228	5	13.1613	169.9	76.6
2229	5	9.57419	140	56.1
2230	5	11.1032	74.8	82.3
2231	5	10.5742	30.9	83.5
2232	5	10.7871	88.7	88
2233	5	12.4226	85.4	81.9
2234	5	13.7516	88.9	89.7
2235	5	12.4226	85.4	81.9
2236	5	13.8581	77	92.4
2237	5	11.0548	103	72.4
2238	5	12.6806	26.1	111.5
2239	5	13.7516	88.9	89.7
2240	5	13.8484	28.2	97.9
2241	5	12.0581	101.6	80.6
2242	5	15.3871	47.3	111.6
2243	5	13.8719	24	119.6
2244	5	10.5	136.6	61.6
2245	5	11.9226	63.7	81
2246	5	10.5	136.6	61.6
2247	5	12.6742	79.6	87.5
2248	5	10.3452	35.7	81.8
2249	5	13.8719	24	119.6
2250	5	11.6387	54.9	89.3
2251	5	13.7516	88.9	89.7
2252	5	12.6742	79.6	87.5
2253	5	14.1516	41.9	97.3
2254	5	12.4774	40.1	101.2
2255	5	13.2875	79	93
2256	5	12.5355	63.1	94.8
2257	5	14.8484	29.2	108.6
2258	5	13.1839	55.1	96.1
2259	5	10.929	65.9	77.9
2260	5	12.5355	63.1	94.8
2261	5	14.0645	86.3	98.3
2262	5	11.6903	79	85.6
2263	5	14.8484	29.2	108.6
2264	5	9.57419	140	56.1
2265	5	12.6806	26.1	111.5
2266	5	13.95	118.6	88.3
2267	5	13.8719	24	119.6
2268	5	13.1839	55.1	96.1
2269	5	12.071	104.1	91.9
2270	5	10.7871	88.7	88
2271	5	14.2806	85	84.5
2272	5	12.071	104.1	91.9
2273	5	10.5323	77.4	98.2
2274	5	13.2875	79	93
2275	5	12.4774	40.1	101.2
2276	5	12.071	104.1	91.9
2277	5	10.3452	35.7	81.8
2278	5	12.6677	67.8	84.4
2279	5	10.9194	75.7	83.3
2280	5	12.6806	26.1	111.5
2281	5	13.7516	37.9	109.6
2282	5	10.5	136.6	61.6
2283	5	13.1839	55.1	96.1
2284	5	14.0645	86.3	98.3
2285	5	10.8258	44.4	94
2286	5	13.7516	37.9	109.6
2287	5	13.2968	34.7	115.3
2288	5	13.1839	55.1	96.1
2289	5	13.95	118.6	88.3
2290	5	11.1032	74.8	82.3
2291	5	10.0774	78.9	65.9
2292	5	10.3452	35.7	81.8
2293	5	14.8484	29.2	108.6
2294	5	9.25161	76.1	70.9
2295	5	12.1871	69.3	83.9
2296	5	12.4452	50.3	93.9
2297	5	12.6313	51.6	99.7
2298	5	10.8258	44.4	94
2299	5	12.1581	115.3	93.2
2300	5	9.93871	57.9	68
2301	5	13.0065	90.3	85.7
2302	5	12.6677	67.8	84.4
2303	5	10.5323	77.4	98.2
2304	5	13.95	118.6	88.3
2305	5	12.6742	79.6	87.5
2306	5	12.5935	72.4	86.3
2307	5	11.9226	63.7	81
2308	5	13.8581	77	92.4
2309	5	12.1871	69.3	83.9
2310	5	10.3452	35.7	81.8
2311	5	12.4452	50.3	93.9
2312	5	10.9375	129.2	68.8
2313	5	12.071	104.1	91.9
2314	5	10.929	65.9	77.9
2315	5	14.8484	29.2	108.6
2316	5	13.0065	90.3	85.7
2317	5	13.4065	108.3	90.1
2318	5	13.7516	37.9	109.6
2319	5	15.3871	47.3	111.6
2320	5	12.4452	50.3	93.9
2321	5	11.6903	79	85.6
2322	5	10.5742	30.9	83.5
2323	5	13.7516	37.9	109.6
2324	5	13.2968	34.7	115.3
2325	5	12.4452	50.3	93.9
2326	5	12.4452	50.3	93.9
2327	5	12.4452	50.3	93.9
2328	5	10.0774	78.9	65.9
2329	5	11.6903	79	85.6
2330	5	12.6677	67.8	84.4
2331	5	12.5355	63.1	94.8
2332	5	14.1516	41.9	97.3
2333	5	10.971	51.5	74.9
2334	5	11.0548	103	72.4
2335	5	12.4226	85.4	81.9
2336	5	11.9226	63.7	81
2337	5	13.4065	108.3	90.1
2338	5	10.7516	98.3	71
2339	5	15.4065	49	109.1
2340	5	12.1581	115.3	93.2
2341	5	13.4065	108.3	90.1
2342	5	12.6871	23.3	119.9
2343	5	15.4065	49	109.1
2344	5	10.3774	56.9	75.4
2345	5	13.8719	24	119.6
2346	5	12.6806	26.1	111.5
2347	5	10.7516	98.3	71
2348	5	11.6903	79	85.6
2349	5	11.6903	79	85.6
2350	5	10.7516	98.3	71
2351	5	12.6871	23.3	119.9
2352	5	14.8484	29.2	108.6
2353	5	13.8581	77	92.4
2354	5	12.5258	106.4	83.6
2355	5	14.2806	85	84.5
2356	5	13.0065	90.3	85.7
2357	5	12.6871	23.3	119.9
2358	5	12.5258	106.4	83.6
2359	5	12.5935	72.4	86.3
2360	5	11.6903	79	85.6
2361	5	12.5355	63.1	94.8
2362	5	13.2968	34.7	115.3
2363	5	12.4226	85.4	81.9
2364	5	13.8484	28.2	97.9
2365	5	10.9375	129.2	68.8
2366	5	13.8484	28.2	97.9
2367	5	12.5258	106.4	83.6
2368	5	9.25161	76.1	70.9
2369	5	14.171	29.7	104.7
2370	5	11.6387	54.9	89.3
2371	5	9.93871	57.9	68
2372	5	13.4065	108.3	90.1
2373	5	14.2806	85	84.5
2374	5	10.8258	44.4	94
2375	5	10.5323	77.4	98.2
2376	5	10.971	51.5	74.9
2377	5	10.971	51.5	74.9
2378	5	13.4065	108.3	90.1
2379	5	13.7516	88.9	89.7
2380	5	12.7839	55.8	91.9
2381	5	12.4774	40.1	101.2
2382	5	13.8719	24	119.6
2383	5	13.7516	37.9	109.6
2384	5	10.9375	129.2	68.8
2385	5	9.25161	76.1	70.9
2386	5	12.6806	26.1	111.5
2387	5	12.5258	106.4	83.6
2388	5	10.971	51.5	74.9
2389	5	10.9194	75.7	83.3
2390	5	14.8484	29.2	108.6
2391	5	13.0645	110.3	91.2
2392	5	13.2968	34.7	115.3
2393	5	12.6313	51.6	99.7
2394	5	10.929	65.9	77.9
2395	5	12.6677	67.8	84.4
2396	5	13.9516	22.3	109.7
2397	5	13.2688	105.1	91
2398	5	13.8719	24	119.6
2399	5	12.6871	23.3	119.9
2400	5	12.071	104.1	91.9
2401	5	13.8719	24	119.6
2402	5	14.171	29.7	104.7
2403	5	10.5742	30.9	83.5
2404	5	9.93871	57.9	68
2405	5	12.1581	115.3	93.2
2406	5	10.5	136.6	61.6
2407	5	13.9516	22.3	109.7
2408	5	13.2875	79	93
2409	5	13.0645	110.3	91.2
2410	5	13.1839	55.1	96.1
2411	5	15.4065	49	109.1
2412	5	9.57419	140	56.1
2413	5	14.2806	85	84.5
2414	5	10.5742	30.9	83.5
2415	5	11.6903	79	85.6
2416	5	12.1677	49.7	88.7
2417	5	14.1516	41.9	97.3
2418	5	10.971	51.5	74.9
2419	5	10.5323	77.4	98.2
2420	5	11.6903	79	85.6
2421	5	12.5935	72.4	86.3
2422	5	12.6871	23.3	119.9
2423	5	13.0645	110.3	91.2
2424	5	11.0548	103	72.4
2425	5	12.5935	72.4	86.3
2426	5	12.5935	72.4	86.3
2427	5	12.7839	55.8	91.9
2428	5	10.3774	56.9	75.4
2429	5	10.9194	75.7	83.3
2430	5	13.95	118.6	88.3
2431	5	13.2688	105.1	91
2432	5	10.929	65.9	77.9
2433	5	12.6313	51.6	99.7
2434	5	11.6903	79	85.6
2435	5	13.1613	169.9	76.6
2436	5	10.7871	88.7	88
2437	5	13.8581	77	92.4
2438	5	12.4452	50.3	93.9
2439	5	13.2875	79	93
2440	5	9.93871	57.9	68
2441	5	13.9516	22.3	109.7
2442	5	11.1032	74.8	82.3
2443	5	10.929	65.9	77.9
2444	5	14.171	29.7	104.7
2445	5	10.3452	35.7	81.8
2446	5	12.4226	85.4	81.9
2447	5	12.6806	26.1	111.5
2448	5	12.4774	40.1	101.2
2449	5	11.0548	103	72.4
2450	5	11.1032	74.8	82.3
2451	5	12.6806	26.1	111.5
2452	5	12.6742	79.6	87.5
2453	5	12.0581	101.6	80.6
2454	5	12.6677	67.8	84.4
2455	5	9.93871	57.9	68
2456	5	12.6677	67.8	84.4
2457	5	9.57419	140	56.1
2458	5	13.0645	110.3	91.2
2459	5	14.0645	86.3	98.3
2460	5	9.26129	20.6	75.5
2461	5	12.1871	69.3	83.9
2462	5	11.0548	103	72.4
2463	5	10.9375	129.2	68.8
2464	5	12.6871	23.3	119.9
2465	5	13.95	118.6	88.3
2466	5	10.971	51.5	74.9
2467	5	13.8719	24	119.6
2468	5	15.4065	49	109.1
2469	5	12.6871	23.3	119.9
2470	5	12.071	104.1	91.9
2471	5	13.9516	22.3	109.7
2472	5	13.1613	169.9	76.6
2473	5	12.5258	106.4	83.6
2474	5	13.0645	110.3	91.2
2475	5	10.971	51.5	74.9
2476	5	12.6742	79.6	87.5
2477	5	12.4774	40.1	101.2
2478	5	10.5323	77.4	98.2
2479	5	13.2688	105.1	91
2480	5	13.8484	28.2	97.9
2481	5	10.0774	78.9	65.9
2482	5	10.7516	98.3	71
2483	5	11.1032	74.8	82.3
2484	5	10.7871	88.7	88
2485	5	13.0065	90.3	85.7
2486	5	13.7516	37.9	109.6
2487	5	15.3871	47.3	111.6
2488	5	13.95	118.6	88.3
2489	5	10.7871	88.7	88
2490	5	15.4065	49	109.1
2491	5	10.7871	88.7	88
2492	5	13.2968	34.7	115.3
2493	5	10.5	136.6	61.6
2494	5	13.0645	110.3	91.2
2495	5	13.4065	108.3	90.1
2496	5	12.6677	67.8	84.4
2497	5	12.4452	50.3	93.9
2498	5	12.4226	85.4	81.9
2499	5	14.8484	29.2	108.6
2500	5	10.5323	77.4	98.2
1900	6	13.1667	106.5	77.4
1901	6	13.26	41	88
1902	6	14.0933	92.6	98
1903	6	15.5067	48.4	104.6
1904	6	16.5	28.8	114.6
1905	6	18.0032	148.5	109.8
1906	6	15.4967	95.1	94.5
1907	6	15.0533	73.7	96.5
1908	6	16.3767	26.9	111.2
1909	6	15	42.7	107.8
1910	6	15.85	74.7	107.9
1911	6	14.1933	95.4	88.2
1912	6	15.4967	95.1	94.5
1913	6	17.4933	46.7	121.4
1914	6	14.0933	92.6	98
1915	6	14.1933	95.4	88.2
1916	6	16.1833	30.7	115.2
1917	6	18.2267	50.3	128.1
1918	6	17.0767	44.2	105.6
1919	6	14.08	54.9	78.5
1920	6	14.0633	67.8	90
1921	6	15.0533	73.7	96.5
1922	6	15.85	74.7	107.9
1923	6	14.08	54.9	78.5
1924	6	15.6367	84.7	101.7
1925	6	14.1	109.6	84.3
1926	6	15.4967	95.1	94.5
1927	6	15.6467	43.8	101.5
1928	6	14.0633	67.8	90
1929	6	13.1667	106.5	77.4
1930	6	14.14	72.8	98.8
1931	6	16.58	140.3	99
1932	6	16.58	140.3	99
1933	6	15.4433	76.8	97.7
1934	6	13.1667	106.5	77.4
1935	6	15.85	74.7	107.9
1936	6	15.4967	95.1	94.5
1937	6	14.0167	13.1	105
1938	6	15.85	74.7	107.9
1939	6	16.38	107.8	78.4
1940	6	14.0167	13.1	105
1941	6	15.1967	50.3	112
1942	6	13.5967	124.1	74.7
1943	6	15	42.7	107.8
1944	6	16.1833	30.7	115.2
1945	6	15.3033	115.6	94.2
1946	6	15.37	74.5	98.3
1947	6	13.26	41	88
1948	6	14.7	46.2	102.8
1949	6	15.37	74.5	98.3
1950	6	14.0933	92.6	98
1951	6	14.83	92.4	81
1952	6	14.7	46.2	102.8
1953	6	14.14	72.8	98.8
1954	6	15.85	36.9	111.3
1955	6	15.1967	50.3	112
1956	6	14.1933	95.4	88.2
1957	6	14.7833	41	97.2
1958	6	14.9467	50.5	88.7
1959	6	16.1833	30.7	115.2
1960	6	15.6567	95.2	104.5
1961	6	15.6567	95.2	104.5
1962	6	15.85	36.9	111.3
1963	6	14.08	54.9	78.5
1964	6	15.76	90.8	100.4
1965	6	15	42.7	107.8
1966	6	17.1533	64.5	95.9
1967	6	13.9667	109.1	84.1
1968	6	16.58	140.3	99
1969	6	16.38	107.8	78.4
1970	6	14.1933	95.4	88.2
1971	6	15.37	74.5	98.3
1972	6	14.1333	101.8	73
1973	6	15.9533	106.3	95.1
1974	6	14.0933	92.6	98
1975	6	14.2167	142	83.7
1976	6	16.5	28.8	114.6
1977	6	15.1967	50.3	112
1978	6	14.9467	50.5	88.7
1979	6	16.1833	93.2	98.4
1980	6	13.5967	124.1	74.7
1981	6	16.1833	93.2	98.4
1982	6	15.1967	50.3	112
1983	6	15.8367	110.5	96.8
1984	6	14.1933	95.4	88.2
1985	6	15.3033	115.6	94.2
1986	6	15.3667	109	94
1987	6	17.4933	46.7	121.4
1988	6	16.38	107.8	78.4
1989	6	15.5067	48.4	104.6
1990	6	14.62	118	98.1
1991	6	17.0767	44.2	105.6
1992	6	14.83	92.4	81
1993	6	17.2	8	136.5
1994	6	18.2267	50.3	128.1
1995	6	15.9161	87	124.7
1996	6	16.1833	93.2	98.4
1997	6	16.58	140.3	99
1998	6	14.62	118	98.1
1999	6	13.9667	109.1	84.1
2000	6	14.7	46.2	102.8
2001	6	15.9161	87	124.7
2002	6	12.93	104.5	73.5
2003	6	17.4933	46.7	121.4
2004	6	16.4133	45	104.6
2005	6	14.14	72.8	98.8
2006	6	15.4433	76.8	97.7
2007	6	15.8	18.2	109.1
2008	6	16.58	140.3	99
2009	6	14.7	46.2	102.8
2010	6	15.4967	95.1	94.5
2011	6	15.85	36.9	111.3
2012	6	14.0933	92.6	98
2013	6	15.37	74.5	98.3
2014	6	13.1667	106.5	77.4
2015	6	15.1967	50.3	112
2016	6	15.8	18.2	109.1
2017	6	15.9161	87	124.7
2018	6	13.1667	106.5	77.4
2019	6	15.07	93.9	89.8
2020	6	15.85	74.7	107.9
2021	6	13.1	131.1	76.3
2022	6	15.85	74.7	107.9
2023	6	16.38	107.8	78.4
2024	6	15.9161	87	124.7
2025	6	16.73	87.7	114.1
2026	6	14.1333	101.8	73
2027	6	14.2167	142	83.7
2028	6	13.1	131.1	76.3
2029	6	15.4967	95.1	94.5
2030	6	15.3667	109	94
2031	6	16.58	140.3	99
2032	6	15.37	74.5	98.3
2033	6	15.3667	109	94
2034	6	15.4433	76.8	97.7
2035	6	14.0933	92.6	98
2036	6	16.38	107.8	78.4
2037	6	14.97	59.3	88.2
2038	6	15.4733	142.2	85.9
2039	6	18.0333	64.7	113.3
2040	6	18.0032	148.5	109.8
2041	6	16.3767	26.9	111.2
2042	6	17.1533	64.5	95.9
2043	6	17.0767	44.2	105.6
2044	6	15.4967	95.1	94.5
2045	6	14.2167	142	83.7
2046	6	14.0633	67.8	90
2047	6	14.1	109.6	84.3
2048	6	14.83	92.4	81
2049	6	13.1667	106.5	77.4
2050	6	14.1	109.6	84.3
2051	6	17.0767	44.2	105.6
2052	6	15.3667	109	94
2053	6	14.0167	109.7	81.1
2054	6	14.0633	67.8	90
2055	6	15.4967	95.1	94.5
2056	6	14.62	118	98.1
2057	6	13.26	41	88
2058	6	18.2267	50.3	128.1
2059	6	15.9533	106.3	95.1
2060	6	16.73	87.7	114.1
2061	6	15.9533	106.3	95.1
2062	6	12.93	104.5	73.5
2063	6	14.9467	50.5	88.7
2064	6	12.93	104.5	73.5
2065	6	16.58	140.3	99
2066	6	15.85	36.9	111.3
2067	6	14.0633	67.8	90
2068	6	14.62	118	98.1
2069	6	13.9667	109.1	84.1
2070	6	14.0167	13.1	105
2071	6	15.6567	95.2	104.5
2072	6	14.7	46.2	102.8
2073	6	14.0167	13.1	105
2074	6	16.4133	45	104.6
2075	6	14.0933	92.6	98
2076	6	15.0533	73.7	96.5
2077	6	14.97	59.3	88.2
2078	6	15.3033	115.6	94.2
2079	6	15.76	90.8	100.4
2080	6	15.85	36.9	111.3
2081	6	15.6367	84.7	101.7
2082	6	13.1667	106.5	77.4
2083	6	13.1	131.1	76.3
2084	6	15.8	18.2	109.1
2085	6	13.1	131.1	76.3
2086	6	13.1	131.1	76.3
2087	6	18.0333	64.7	113.3
2088	6	15.6467	43.8	101.5
2089	6	15.6567	95.2	104.5
2090	6	14.0633	67.8	90
2091	6	15.37	74.5	98.3
